job_title,seniority_level,status,location,post_date,industry,ownership,company_size,revenue,salary_clean,avg_salary_usd,skills
data scientist,senior,NA,"Singapore, Singapore",2 months ago,Technology,Public,"36,090",NA,104650 - 128175,117773.11,"['pytorch', 'python', 'scala', 'machine learning', 'deep learning', 'tensorflow']"
data scientist,senior,on-site,"Hyderabad, Telangana, India",4 days ago,Technology,Private,180,180,19777,22257.035799999998,"['pandas', 'numpy', 'aws', 'r', 'python', 'machine learning', 'gcp', 'azure']"
data scientist,junior,NA,"Charlotte, NC . New York, NY",23 days ago,Finance,Public,"274,250","274,250",132436 - 146136,149043.4744,"['machine learning', 'matplotlib', 'python']"
data scientist,senior,NA,"New York, NY",3 months ago,Healthcare,Private,"76,030","76,030",66122 - 99997,74413.6988,"['pandas', 'numpy', 'aws', 'scikit-learn', 'python', 'machine learning', 'azure']"
data scientist,senior,on-site,"Reston, VA . On-site",a month ago,Technology,Public,"26,030","26,030",114169,128485.7926,"['pytorch', 'aws', 'r', 'python', 'scikit-learn', 'sql', 'machine learning', 'tensorflow', 'tableau']"
data scientist,senior,hybrid,"New York, NY . Hybrid",7 days ago,Technology,Public,"5,030","5,030",135177 - 168970,152128.1958,[]
data scientist,midlevel,hybrid,"Tondiarpet, Tamil Nadu, India . Bengaluru, Karnataka, India . Hybrid",7 days ago,Technology,Public,"34,640","34,640",24064 - 45170,27081.6256,"['pytorch', 'scikit-learn', 'python', 'machine learning', 'tensorflow']"
machine learning engineer,senior,on-site,"Mountain View, California (HQ) . On-site",7 days ago,Technology,Private,900,900,167893 - 252056,188946.7822,[]
data scientist,senior,on-site,"Bengaluru, Karnataka, India",2 months ago,Retail,Public,"409,050","409,050",31213 - 58200,35127.110199999996,"['spark', 'machine learning', 'python']"
machine learning engineer,junior,on-site,"San Jose, CA",14 days ago,Technology,Private,"110,010","110,010",132436 - 216919,149043.4744,"['pytorch', 'python', 'machine learning', 'deep learning', 'tensorflow']"
data scientist,senior,hybrid,"London, England, United Kingdom . Londýn, Anglie, Spojené království . Hybrid",3 months ago,Technology,Private,"263,560","263,560",73983,83260.4682,"['pytorch', 'aws', 'scikit-learn', 'docker', 'deep learning', 'machine learning', 'kubernetes', 'keras', 'azure', 'tensorflow']"
data scientist,senior,NA,"North Reading, MA",a month ago,Retail,Public,"865,456","865,456",155274 - 182674,174745.3596,"['amazon', 'r', 'python', 'sql', 'machine learning']"
data scientist,senior,hybrid,"Berlin, Berlin, Germany . Hybrid",7 days ago,Technology,Private,"3,800","3,800",98643,111012.83219999999,"['sql', 'r', 'python']"
data scientist,senior,on-site,"Atlanta, GA",16 days ago,Technology,Public,"261,010","261,010",85861 - 150250,96627.9694,"['pytorch', 'spark', 'aws', 'r', 'python', 'scala', 'java', 'sql', 'machine learning', 'gcp', 'deep learning', 'azure', 'tensorflow', 'tableau']"
data scientist,senior,on-site,"Mountain View, CA",14 days ago,Technology,Public,"182,308","182,308",144680 - 235647,162822.872,"['sql', 'python']"
data scientist,senior,NA,"Boston, MA . บอสตัน, รัฐแมสซาชูเซตส์, สหรัฐ",2 months ago,Healthcare,Public,"300,050","300,050",131703 - 263405,148218.5562,"['aws', 'python', 'sql', 'machine learning', 'gcp', 'azure']"
data scientist,senior,remote,"Stockholm, Stockholm County, Sweden",7 days ago,Technology,Public,"132,000","132,000",52506,59090.2524,"['spark', 'scikit-learn', 'python', 'scala', 'java', 'machine learning', 'keras', 'deep learning', 'tensorflow']"
data scientist,senior,NA,"Chennai, Tamil Nadu, India",11 days ago,Technology,Private,590,590,23239,26153.170599999998,"['aws', 'scikit-learn', 'python', 'machine learning', 'gcp', 'keras', 'deep learning', 'tensorflow']"
data scientist,NA,remote,NA,2 days ago,Technology,Public,"4,110","4,110",158829 - 178648,178746.1566,[]
data scientist,senior,hybrid,"Bengaluru, Karnataka, India . Hybrid",8 days ago,Technology,Public,"34,680","34,680",33111 - 47625,37263.119399999996,[]
data scientist,midlevel,hybrid,"Herndon, VA . Hybrid",8 days ago,Technology,Public,"27,010",NA,71394 - 161915,80346.8076,"['aws', 'machine learning', 'python']"
data scientist,midlevel,on-site,"McLean, VA . McLean, Virgínia, Estados Unidos",a month ago,Retail,Public,"55,090","55,090",159156 - 181602,179114.1624,"['spark', 'aws', 'r', 'python', 'scala', 'sql', 'machine learning', 'database', 'deep learning']"
data scientist,senior,on-site,"Bentonville, AR . On-site",18 days ago,Retail,Public,NA,NA,82797 - 165590,93179.7438,"['spark', 'r', 'python', 'scala', 'sql', 'machine learning', 'tensorflow']"
machine learning engineer,senior,NA,"Bengaluru, Karnataka, India",8 days ago,Technology,Public,"492,205","492,205",20441,23004.3014,"['aws', 'gcp', 'azure']"
data scientist,senior,hybrid,"Scottsdale, AZ . Chicago, IL . Austin, TX . Scottsdale, Arizona, United States . Hybrid",3 months ago,Technology,Public,"34,690","34,690",113614 - 195810,127861.19559999999,"['hadoop', 'sql']"
data scientist,midlevel,hybrid,"Annapolis Junction, MD . Fort Meade, MD . Hybrid",6 days ago,Technology,Public,"27,030",NA,71396 - 161917,80349.0584,"['linux', 'machine learning', 'r', 'python']"
data scientist,senior,on-site,"Sunnyvale, CA",17 days ago,Retail,Public,NA,NA,107637 - 215269,121134.6798,"['numpy', 'pytorch', 'spark', 'r', 'python', 'scikit-learn', 'scala', 'bash', 'java', 'sql', 'machine learning', 'gcp', 'deep learning', 'matplotlib', 'tensorflow']"
data scientist,senior,on-site,"Sunnyvale, CA",17 days ago,Retail,Public,NA,NA,131555 - 263105,148051.997,"['numpy', 'pytorch', 'spark', 'r', 'python', 'scikit-learn', 'scala', 'bash', 'java', 'sql', 'machine learning', 'gcp', 'deep learning', 'matplotlib', 'tensorflow']"
data scientist,midlevel,on-site,"Boulder, CO",5 days ago,Technology,Public,"258,780","258,780",152711 - 224466,171860.9594,"['sql', 'r', 'python']"
data scientist,senior,on-site,"Santa Barbara, CA . Bellevue, WA",18 days ago,Retail,Public,"865,436","865,436",160991,181179.2714,"['amazon', 'r', 'python', 'sql', 'tableau']"
data scientist,senior,on-site,"Bellevue, WA . New York, United States . Santa Monica, CA",a month ago,Retail,Public,"865,466","865,466",150883 - 178472,169803.72819999998,"['amazon', 'aws', 'r', 'python', 'sql', 'machine learning', 'tableau']"
machine learning engineer,midlevel,NA,"Bengaluru, Karnataka, India",15 days ago,Technology,Public,"492,195","492,195",10605 - 26380,11934.867,"['sql', 'python']"
data scientist,senior,on-site,"Sunnyvale, CA",7 days ago,Retail,Public,NA,NA,107641 - 215273,121139.1814,"['pytorch', 'spark', 'r', 'python', 'scala', 'machine learning', 'tensorflow']"
data scientist,senior,hybrid,"McLean, VA . Hybrid",a day ago,Technology,Public,"27,060",NA,91081 - 206992,102502.55739999999,"['spark', 'python', 'sql', 'hadoop', 'machine learning']"
data scientist,midlevel,hybrid,"Richmond, VA . Hybrid",14 days ago,Retail,Public,"55,110","55,110",145905 - 166511,164201.487,"['spark', 'aws', 'r', 'python', 'scala', 'sql', 'machine learning', 'database', 'deep learning']"
data scientist,senior,hybrid,"San Jose, CA . Hybrid",a month ago,Technology,Public,"34,670","34,670",140294 - 241349,157886.8676,[]
data scientist,senior,on-site,"New York, NY . Sunnyvale, CA",15 days ago,Technology,Public,"258,790","258,790",208832 - 294386,235019.5328,"['sql', 'r', 'python']"
data scientist,lead,on-site,"Plano, TX . Plano, Texas, Spojené státy . On-site",a month ago,Finance,Public,"290,790","290,790",137997,155301.82379999998,"['spark', 'aws', 'r', 'python', 'scikit-learn', 'sql', 'machine learning']"
data scientist,senior,NA,"Bengaluru, Karnataka, India",21 days ago,Retail,Public,"865,416","865,416",29758 - 110330,33489.6532,"['amazon', 'r', 'python', 'sql', 'machine learning']"
data scientist,midlevel,on-site,"New York, NY . New York, New York, Statele Unite Ale Americii",a month ago,Retail,Public,"55,130","55,130",159150 - 181596,179107.41,"['spark', 'aws', 'r', 'python', 'scala', 'sql', 'machine learning', 'database', 'deep learning']"
data scientist,senior,NA,"Atlanta, GA",a month ago,Technology,Public,"17,050","17,050",174789,196707.54059999998,"['tableau', 'sql', 'r', 'python']"
data scientist,senior,NA,"Noida, Uttar Pradesh, India",a month ago,Technology,Private,"263,610","263,610",4082 - 10125,4593.882799999999,"['git', 'r', 'python', 'linux', 'sql', 'tableau']"
data scientist,senior,on-site,"Annapolis Junction, MD",25 days ago,Technology,Public,"492,255","492,255",129163 - 244062,145360.0402,"['machine learning', 'python']"
data scientist,lead,on-site,"Bellevue, WA",12 days ago,Technology,Public,"94,570","94,570",189513 - 258507,213277.9302,"['sql', 'machine learning', 'r', 'python']"
data scientist,lead,NA,"London, England, United Kingdom",8 days ago,Finance,Public,"290,800","290,800",116803,131450.0962,"['deep learning', 'python']"
data scientist,senior,on-site,"Bentonville, AR",15 days ago,Retail,Public,NA,NA,101194 - 202387,113883.7276,"['pytorch', 'spark', 'r', 'python', 'scala', 'opencv', 'machine learning', 'deep learning', 'tensorflow']"
data scientist,senior,NA,"Mountain View, CA",15 days ago,Technology,Public,"17,030","17,030",170195,191537.45299999998,"['pandas', 'numpy', 'git', 'scikit-learn', 'python', 'linux', 'sql', 'machine learning', 'tableau']"
data scientist,senior,NA,"Hyderabad, Telangana, India",a month ago,Retail,Public,"865,476","865,476",44815 - 99272,50434.801,"['amazon', 'aws', 'r', 'python', 'scala', 'sql', 'machine learning', 'tableau']"
data scientist,lead,on-site,United States,5 days ago,Technology,Public,"94,580","94,580",232749 - 288865,261935.7246,['machine learning']
machine learning engineer,senior,NA,"Bengaluru, Karnataka, India",8 days ago,Technology,Public,"492,215","492,215",20445,23008.803,"['aws', 'gcp', 'azure']"
data scientist,senior,hybrid,"Bellevue, WA . Hybrid",15 days ago,Retail,Public,NA,NA,143514 - 287023,161510.6556,"['pytorch', 'aws', 'python', 'docker', 'machine learning', 'gcp', 'kubernetes', 'azure', 'tensorflow']"
machine learning engineer,junior,on-site,"San Jose, CA",14 days ago,Technology,Private,"110,050","110,050",126724 - 218487,142615.18959999998,"['pytorch', 'python', 'neural network', 'machine learning', 'deep learning', 'tensorflow']"
data scientist,senior,on-site,"Arlington, VA . West Hollywood, CA . New York, United States . Austin, TX . Palo Alto, CA + 2 More",25 days ago,Retail,Public,"865,466","865,466",160994 - 178472,181182.6476,"['amazon', 'aws', 'r', 'python', 'scala', 'sql', 'machine learning', 'tableau']"
data scientist,midlevel,on-site,"New York, NY",a month ago,Retail,Public,"55,090","55,090",159157 - 181603,179115.2878,"['spark', 'aws', 'r', 'python', 'scala', 'sql', 'machine learning', 'database', 'deep learning']"
data scientist,midlevel,on-site,"Burlingame, CA",19 days ago,Technology,Public,"94,570","94,570",159153 - 222628,179110.7862,"['sql', 'machine learning', 'r', 'python']"
data scientist,senior,on-site,"Seattle, WA",a month ago,Retail,Public,"865,476","865,476",119600 - 220792,134597.84,"['amazon', 'aws', 'r', 'python', 'sql', 'machine learning']"
data scientist,senior,on-site,"Nashville, TN . Bellevue, WA . Austin, TX . Arlington, VA . Bellevue, Washington, United States",11 days ago,Retail,Public,"865,446","865,446",118676 - 220788,133557.9704,"['amazon', 'spark', 'r', 'python', 'sql', 'hadoop']"
machine learning engineer,midlevel,NA,"Bengaluru, Karnataka, India",15 days ago,Technology,Public,"492,255","492,255",10605 - 26380,11934.867,"['sql', 'python']"
data scientist,senior,hybrid,"Bengaluru, Karnataka, India . Hybrid",8 days ago,Technology,Public,"34,670","34,670",33117 - 47631,37269.8718,[]
machine learning engineer,midlevel,NA,"Bengaluru, Karnataka, India",15 days ago,Technology,Public,"492,215","492,215",10602 - 26377,11931.4908,"['pytorch', 'aws', 'python', 'docker', 'machine learning', 'azure', 'tensorflow']"
data scientist,midlevel,on-site,"Seattle, WA",24 days ago,Retail,Public,"865,436","865,436",110400 - 220791,124244.15999999999,"['amazon', 'r', 'python', 'sql', 'machine learning']"
data scientist,senior,hybrid,"Scottsdale, AZ . Hybrid",2 months ago,Technology,Public,"34,660","34,660",104879 - 211591,118030.8266,"['sql', 'powerbi', 'tableau', 'python']"
data scientist,senior,on-site,"Mountain View, CA",5 days ago,Technology,Public,"258,770","258,770",129716 - 185832,145982.3864,"['sql', 'r', 'python']"
machine learning engineer,midlevel,on-site,"Palo Alto, CA . Palo Alto, California, United States . On-site",a month ago,Finance,Public,"290,770","290,770",131552,148048.6208,"['pandas', 'numpy', 'pytorch', 'scikit-learn', 'machine learning', 'deep learning', 'tensorflow']"
data scientist,lead,NA,"Hyderabad, Telangana, India . Haidarábád, Telangána, Indie",a month ago,Finance,Public,"290,770","290,770",54950,61840.729999999996,"['pytorch', 'machine learning', 'tensorflow', 'python']"
data scientist,senior,NA,"Bengaluru, Karnataka, India . Bangalore, Karnataka, India",22 days ago,Technology,Public,"524,628","524,628",33283 - 53075,37456.6882,"['docker', 'kubernetes', 'java']"
machine learning engineer,senior,NA,"Bengaluru, Karnataka, India",8 days ago,Technology,Public,"492,225","492,225",20445,23008.803,"['aws', 'gcp', 'azure']"
data scientist,lead,on-site,"New York, NY . On-site",21 days ago,Finance,Public,"290,760","290,760",165589,186353.86059999999,"['machine learning', 'r', 'python']"
data scientist,senior,hybrid,"Sunnyvale, CA . Hybrid",15 days ago,Retail,Public,NA,NA,183991,207063.47139999998,"['spark', 'r', 'python', 'scala', 'sql', 'machine learning', 'tensorflow']"
data scientist,midlevel,on-site,"North Reading, MA . North Reading, Massachusetts, USA",a month ago,Retail,Public,"865,416","865,416",122355 - 220787,137698.31699999998,"['amazon', 'python', 'sql', 'hadoop', 'machine learning']"
machine learning engineer,midlevel,NA,"Bengaluru, Karnataka, India",19 days ago,Technology,Public,"492,235","492,235",10604 - 26379,11933.7416,['machine learning']
data scientist,senior,on-site,"Dublin, County Dublin, Ireland",8 days ago,Technology,Public,"258,760","258,760",112544,126657.01759999999,"['sql', 'r', 'python']"
data scientist,senior,on-site,"Sunnyvale, CA",17 days ago,Retail,Public,NA,NA,131557 - 263107,148054.24779999998,"['spark', 'r', 'python', 'scala', 'sql', 'machine learning', 'tensorflow']"
data scientist,midlevel,on-site,"Mountain View, CA",7 days ago,Technology,Public,"258,810","258,810",129712 - 185828,145977.8848,"['sql', 'r', 'python']"
data engineer,senior,on-site,"Seattle, WA",3 months ago,Retail,Public,"865,476","865,476",119600 - 220792,134597.84,"['amazon', 'aws']"
data scientist,lead,NA,"London, England, United Kingdom",19 days ago,Finance,Public,"290,750","290,750",92773 - 146026,104406.73419999999,[]
data scientist,lead,on-site,"Menlo Park, CA",12 days ago,Technology,Public,"94,580","94,580",189510 - 258504,213274.554,"['sql', 'machine learning', 'r', 'python']"
data scientist,midlevel,on-site,"McLean, VA",17 days ago,Retail,Public,"55,090","55,090",159154 - 181600,179111.9116,"['spark', 'aws', 'r', 'python', 'scala', 'sql', 'machine learning', 'database', 'deep learning']"
data scientist,lead,on-site,"New York, NY",21 days ago,Retail,Public,"55,150","55,150",264761 - 302202,297962.0294,"['aws', 'r', 'python', 'scala', 'machine learning', 'database', 'deep learning']"
data scientist,senior,on-site,"Burlingame, CA",a month ago,Technology,Public,"94,560","94,560",159157 - 222632,179115.2878,"['sql', 'machine learning', 'r', 'python']"
data scientist,senior,NA,"San Diego, CA",22 days ago,Technology,Public,"17,030","17,030",163752,184286.50079999998,"['r', 'python', 'sql', 'machine learning', 'tableau']"
data scientist,senior,on-site,"Austin, TX . Bellevue, WA . New York, United States",a month ago,Retail,Public,"865,416","865,416",156391,176002.4314,"['amazon', 'r', 'python', 'sql', 'machine learning']"
data scientist,lead,on-site,"New York, NY",a month ago,Retail,Public,"55,140","55,140",194110 - 221524,218451.394,"['spark', 'aws', 'r', 'python', 'scala', 'sql', 'machine learning', 'database', 'deep learning']"
data scientist,senior,NA,"Hyderabad, Telangana, India",15 days ago,Technology,Public,"524,568","524,568",27474 - 53079,30919.239599999997,"['database', 'machine learning', 'java']"
data scientist,senior,hybrid,"Arlington, VA . Hybrid",4 days ago,Technology,Public,"27,010",NA,91075 - 206986,102495.805,"['spark', 'r', 'python', 'sql', 'hadoop', 'machine learning']"
data scientist,senior,NA,"San Diego, CA",9 days ago,Technology,Public,"17,050","17,050",163754,184288.7516,"['r', 'python', 'sql', 'machine learning', 'tableau']"
data scientist,senior,on-site,"Seattle, WA . Cupertino, CA",a month ago,Retail,Public,"865,416","865,416",110396 - 220787,124239.6584,"['amazon', 'aws', 'r', 'python', 'sql', 'machine learning']"
data scientist,lead,on-site,"Columbus, OH . On-site",11 days ago,Finance,Public,"290,780","290,780",137996,155300.6984,"['pandas', 'numpy', 'pytorch', 'spark', 'aws', 'scikit-learn', 'python', 'sql', 'keras', 'machine learning', 'tensorflow']"
data scientist,midlevel,on-site,"New York, NY",a month ago,Technology,Public,"94,560","94,560",133392 - 187668,150119.3568,"['sql', 'machine learning', 'r', 'python']"
machine learning engineer,senior,NA,"Bengaluru, Karnataka, India",8 days ago,Technology,Public,"492,215","492,215",20440,23003.176,"['aws', 'gcp', 'azure']"
data scientist,senior,on-site,"Seattle, WA . Arlington, VA",8 days ago,Retail,Public,"865,466","865,466",110393 - 220784,124236.2822,"['amazon', 'spark', 'r', 'python', 'sql', 'hadoop', 'machine learning']"
data scientist,senior,on-site,"Mountain View, CA",5 days ago,Technology,Public,"258,810","258,810",208825 - 294379,235011.655,"['sql', 'r', 'python']"
data scientist,senior,on-site,"San Jose, CA",13 days ago,Retail,Public,"55,110","55,110",133489 - 152347,150228.5206,"['pytorch', 'aws', 'r', 'python', 'scala', 'sql', 'database', 'machine learning']"
data scientist,midlevel,hybrid,"Chicago, IL . Hybrid",2 months ago,Technology,Public,"34,650","34,650",113614 - 195810,127861.19559999999,"['r', 'python', 'sql', 'machine learning', 'tableau']"
data scientist,senior,on-site,"Palo Alto, CA . Austin, TX . West Hollywood, CA . Arlington, VA . Seattle, WA + 1 More",8 days ago,Retail,Public,"865,466","865,466",118677 - 220789,133559.09579999998,"['amazon', 'r', 'python', 'scala', 'sql', 'machine learning']"
data scientist,senior,on-site,"Bellevue, WA",7 days ago,Technology,Public,"94,590","94,590",133394 - 187670,150121.6076,"['spark', 'powerbi', 'r', 'python', 'sql', 'machine learning', 'tableau']"
data scientist,senior,NA,"Bengaluru, Karnataka, India",23 days ago,Technology,Public,"258,810","258,810",42805,48172.746999999996,"['sql', 'r', 'python']"
data scientist,midlevel,NA,"London, England, United Kingdom",7 days ago,Finance,Public,"290,800","290,800",97625,109867.175,"['sql', 'machine learning', 'python']"
data scientist,senior,NA,"New York, NY",8 days ago,Technology,Public,"17,030","17,030",170193,191535.2022,"['tableau', 'sql', 'r', 'python']"
data scientist,senior,on-site,"Bentonville, AR",17 days ago,Retail,Public,NA,NA,131559 - 263109,148056.4986,"['pytorch', 'spark', 'r', 'python', 'scala', 'machine learning', 'azure', 'tensorflow']"
data scientist,senior,on-site,"Sunnyvale, CA",19 days ago,Retail,Public,NA,NA,107640 - 215272,121138.056,"['numpy', 'pytorch', 'spark', 'r', 'python', 'scikit-learn', 'scala', 'bash', 'java', 'sql', 'machine learning', 'gcp', 'deep learning', 'matplotlib', 'tensorflow']"
data scientist,junior,on-site,Belarus,6 days ago,Technology,Public,"49,540",NA,22087,24856.7098,"['spark', 'aws', 'python', 'sql', 'machine learning', 'gcp', 'azure']"
data scientist,lead,on-site,"San Bruno, CA",8 days ago,Technology,Public,"258,770","258,770",181232 - 267706,203958.49279999998,"['sql', 'r', 'python']"
machine learning engineer,senior,hybrid,"San Jose, CA . Hybrid",a month ago,Technology,Public,"34,630","34,630",172950 - 298014,194637.93,"['pytorch', 'python', 'sql', 'machine learning', 'gcp', 'hadoop', 'deep learning', 'tensorflow']"
data scientist,senior,on-site,"Bentonville, AR",18 days ago,Retail,Public,NA,NA,101193 - 202386,113882.6022,"['pytorch', 'spark', 'r', 'python', 'scala', 'neural network', 'machine learning', 'deep learning', 'tensorflow']"
data scientist,lead,on-site,"Bellevue, WA",19 days ago,Technology,Public,"94,590","94,590",232745 - 288861,261931.223,['machine learning']
data scientist,senior,on-site,"Mountain View, CA",15 days ago,Technology,Public,"258,810","258,810",181229 - 267703,203955.11659999998,"['sql', 'r', 'python']"
data scientist,midlevel,on-site,"Seattle, WA",2 days ago,Retail,Public,"865,446","865,446",110401 - 220792,124245.2854,"['amazon', 'r', 'python', 'sql', 'machine learning']"
data scientist,senior,on-site,"Mountain View, CA",5 days ago,Technology,Public,"258,820","258,820",168348 - 249302,189458.8392,"['sql', 'r', 'python']"
machine learning engineer,midlevel,NA,"Bengaluru, Karnataka, India",22 days ago,Technology,Public,"492,205","492,205",10603 - 26378,11932.6162,['machine learning']
data scientist,senior,remote,"Gothenburg, Västra Götaland County, Sweden . Fully Remote",5 days ago,Technology,Private,"263,570","263,570",60795,68418.693,"['pandas', 'amazon', 'pytorch', 'aws', 'git', 'python', 'docker', 'sql', 'kubernetes', 'azure']"
data scientist,senior,on-site,"San Jose, CA",16 days ago,Retail,Public,"55,130","55,130",159156 - 181602,179114.1624,"['pytorch', 'aws', 'r', 'python', 'scala', 'sql', 'database', 'machine learning']"
data scientist,lead,NA,"Delhi Cantonment, Delhi, India",4 days ago,Technology,Public,"261,030","261,030",9657,10867.987799999999,[]
data scientist,senior,on-site,"San Bruno, CA",17 days ago,Retail,Public,NA,NA,131556 - 263106,148053.1224,"['spark', 'r', 'python', 'scala', 'sql', 'machine learning', 'tensorflow']"
data scientist,senior,on-site,"Bellevue, WA . Austin, TX . Nashville, TN . Tempe, AZ",16 days ago,Retail,Public,"865,476","865,476",156392 - 178470,176003.5568,"['amazon', 'aws', 'r', 'python', 'sql', 'tableau']"
data scientist,senior,NA,"Camden, NJ",4 months ago,Technology,Private,"263,580","263,580",80371 - 124381,90449.52339999999,"['r', 'python', 'sql', 'machine learning', 'azure']"
data scientist,senior,hybrid,"San Jose, CA . Hybrid",a month ago,Technology,Public,"34,670","34,670",113612 - 195808,127858.9448,"['tableau', 'sql', 'r', 'python']"
data scientist,senior,on-site,"Chicago, IL . Sunnyvale, CA",20 days ago,Technology,Public,"258,790","258,790",181235 - 267709,203961.869,"['sql', 'machine learning', 'r', 'python']"
data scientist,senior,on-site,"New York, United States . Los Angeles Metropolitan Area . Seattle, WA . Austin, TX . Arlington, VA + 2 More",7 days ago,Retail,Public,"865,426","865,426",137999 - 165596,155304.0746,"['amazon', 'r', 'python', 'scala', 'sql', 'machine learning']"
data scientist,senior,on-site,"San Francisco, CA",5 days ago,Technology,Public,"17,020","17,020",164672 - 171572,185321.8688,"['sql', 'machine learning', 'r', 'python']"
data scientist,senior,on-site,"New York, NY . On-site",6 days ago,Finance,Public,"290,780","290,780",133114 - 193194,149806.4956,"['pandas', 'numpy', 'python', 'sql', 'machine learning', 'tableau']"
data scientist,midlevel,on-site,"Plano, TX . On-site",6 days ago,Finance,Public,"290,800","290,800",124196 - 197790,139770.1784,"['pytorch', 'spark', 'python', 'sql', 'keras', 'machine learning', 'tensorflow']"
data engineer,senior,NA,"Vancouver, British Columbia, Canada",21 days ago,Retail,Public,"865,426","865,426",95034 - 158785,106951.26359999999,"['amazon', 'aws', 'python', 'scala', 'java', 'airflow', 'sql']"
data scientist,midlevel,on-site,"Bellevue, WA",19 days ago,Technology,Public,"94,580","94,580",159150 - 222625,179107.41,"['sql', 'machine learning', 'r', 'python']"
data scientist,senior,on-site,"Sunnyvale, CA",17 days ago,Retail,Public,NA,NA,131554 - 263104,148050.87159999998,"['spark', 'r', 'python', 'scala', 'sql', 'machine learning', 'tensorflow']"
machine learning engineer,senior,on-site,"Seattle, WA",6 days ago,Retail,Public,"865,436","865,436",110395 - 220786,124238.533,"['amazon', 'machine learning']"
machine learning engineer,midlevel,NA,"Bengaluru, Karnataka, India . Bangalore, Karnataka, India",21 days ago,Technology,Public,"492,245","492,245",10601 - 26376,11930.365399999999,['machine learning']
data scientist,midlevel,NA,"Singapore, Singapore",a month ago,Technology,Private,"110,010","110,010",57958 - 103129,65225.9332,"['sql', 'machine learning', 'r', 'python']"
data scientist,senior,hybrid,"Bentonville, AR . Hybrid",18 days ago,Retail,Public,NA,NA,131552 - 263102,148048.6208,"['pytorch', 'spark', 'r', 'python', 'scala', 'java', 'airflow', 'sql', 'machine learning', 'deep learning', 'keras', 'azure', 'tensorflow']"
data scientist,senior,NA,"Mountain View, CA",8 days ago,Technology,Public,"17,050","17,050",170195,191537.45299999998,"['spark', 'r', 'python', 'sql', 'tableau']"
data scientist,senior,on-site,"Los Angeles, CA . Mountain View, CA",15 days ago,Technology,Public,"258,790","258,790",129711 - 185827,145976.75939999998,"['spark', 'r', 'python', 'sql', 'hadoop', 'machine learning']"
data scientist,senior,hybrid,"Bengaluru, Karnataka, India . Hybrid",8 days ago,Technology,Public,"34,650","34,650",24239 - 47626,27278.5706,"['sql', 'machine learning', 'python']"
data scientist,senior,NA,"Bengaluru, Karnataka, India",a day ago,Technology,Public,"524,598","524,598",33288 - 53080,37462.3152,"['pytorch', 'python', 'sql', 'machine learning', 'deep learning', 'tensorflow']"
machine learning engineer,senior,NA,"Melbourne, Victoria, Australia",a month ago,Retail,Public,"865,456","865,456",64290,72351.966,"['amazon', 'machine learning']"
data scientist,midlevel,on-site,"McLean, VA",11 days ago,Retail,Public,"55,150","55,150",145904 - 166510,164200.3616,"['spark', 'aws', 'r', 'python', 'scala', 'sql', 'database', 'machine learning']"
data scientist,midlevel,on-site,"New York, NY",17 days ago,Retail,Public,"55,110","55,110",159149 - 181595,179106.28459999998,"['spark', 'aws', 'r', 'python', 'scala', 'sql', 'machine learning', 'database', 'deep learning']"
data scientist,senior,on-site,"San Diego, CA",8 days ago,Technology,Public,"17,040","17,040",195486 - 201926,219999.94439999998,"['r', 'python', 'scala', 'sql', 'machine learning', 'deep learning']"
